Unnamed: 0,date,instrument,ROE,Free_Cash_Flow,EPS,Net_Profit_Qoq,PE_TTM,Market_Cap,Holder_Avg_Pct,return_5,rank_return_5,rank_avg_amount_5,amount,open,close
436925,2022/7/12,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,41.825275,103022000000.0,0.001043205,0.93775934,0.28940246,0.9806492,981873701,19.067232,18.983236
436926,2022/7/13,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,41.825275,103022000000.0,0.001043205,0.92622954,0.11050989,0.97400165,811129970,18.983236,18.983236
436927,2022/7/14,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,41.085007,101199000000.0,0.001043205,0.9367088,0.08748961,0.97154135,1084298133,18.899239,18.64725
436928,2022/7/15,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,39.419395,97096119540.0,0.001043205,0.8987341,0.047352023,0.97281027,1420035786,18.059273,17.89128
436929,2022/7/18,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,39.974598,98463670520.0,0.001043205,0.9152543,0.041493777,0.97158265,1113184282,17.555294,18.14327
436930,2022/7/19,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,40.344734,99375371173.0,0.001043205,0.9561404,0.117842324,0.96909994,1265802149,18.14327,18.311264
436931,2022/7/20,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,40.159668,98919520846.0,0.001043205,0.96017694,0.06511821,0.96911275,800864334,18.311264,18.227266
436932,2022/7/21,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,40.344734,99375371173.0,0.001043205,0.9646018,0.12168325,0.973466,1269495353,18.14327,18.311264
436933,2022/7/22,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,39.604465,97551969867.0,0.001043205,0.963964,0.13173714,0.971618,837740093,18.227266,17.975277
436934,2022/7/25,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,39.604465,97551969867.0,0.001043205,1.0046949,0.31570214,0.9682704,587467544,17.975277,17.975277
436935,2022/7/26,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,39.974598,98463670520.0,0.001043205,1.0,0.3795855,0.9626943,535971405,17.975277,18.14327
436936,2022/7/27,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,39.974598,98463670520.0,0.001043205,0.99082565,0.31544042,0.95792747,686053336,18.059273,18.14327
436937,2022/7/28,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,40.529804,99831221499.0,0.001043205,1.0092167,0.55336785,0.9602073,1042384753,18.14327,18.39526
436938,2022/7/29,600010.SHA,0.5968,-4742632448.0,0.0073,136.317,41.825275,103022000000.0,0.001043205,1.0366971,0.776534,0.9683033,1890206193,18.563253,18.983236
